Date,Sid,Open,High,Low,Close,Volume
2016-04-01,ADANIENT.NS,39.258674061160946,41.473814430219335,38.85834744341834,40.61978530883789,7591623.0
2016-04-04,ADANIENT.NS,42.38121469357053,43.68894990897035,42.27446293372728,42.99504852294922,12870242.0
2016-04-05,ADANIENT.NS,43.39537867909447,43.39537867909447,39.498868124635855,39.73906707763672,15609107.0
2016-04-06,ADANIENT.NS,39.87249651765357,40.75321332925742,39.73905684120411,40.29951095581055,8288100.0
2016-04-07,ADANIENT.NS,40.833286753722234,41.20692537512024,40.00594569352373,40.45964813232422,8449410.0
2016-04-08,ADANIENT.NS,40.08600969355099,42.114330444586685,40.08600969355099,41.76737976074219,5535709.0
2016-04-11,ADANIENT.NS,41.79407277604978,42.91498494451026,40.85997618836602,42.648101806640625,9178024.0
2016-04-12,ADANIENT.NS,42.7014784954922,43.342000280564775,41.900825329961464,42.24777603149414,5169116.0
2016-04-13,ADANIENT.NS,42.941672643027594,43.555506472406286,42.08764361724159,42.99504852294922,8758910.0
2016-04-18,ADANIENT.NS,43.368687614004735,44.72979872370299,43.341999673762025,44.276092529296875,6639271.0
2016-04-20,ADANIENT.NS,44.48959973553721,45.37031663557516,44.329468370959475,44.943302154541016,9906061.0
2016-04-21,ADANIENT.NS,45.37031895415171,45.37031895415171,43.849076518062205,44.4095344543457,7968200.0
2016-04-22,ADANIENT.NS,44.03589526089868,44.489601433983005,43.582192824574214,43.79570007324219,2894785.0
2016-04-25,ADANIENT.NS,43.79569898374579,44.54297620387377,43.12848931535139,44.222713470458984,4414513.0
2016-04-26,ADANIENT.NS,43.76901758149644,45.15681673893579,43.76901758149644,44.96999740600586,7920306.0
2016-04-27,ADANIENT.NS,44.9433078277644,46.33110319792781,44.67642094085896,45.77064895629883,6246060.0
2016-04-28,ADANIENT.NS,46.01084055027429,46.14428398324306,44.56966567389925,44.75648498535156,15756725.0
2016-04-29,ADANIENT.NS,44.83655029538449,47.39864112574819,44.40953577978387,46.27772521972656,6954309.0
2016-05-02,ADANIENT.NS,46.06421961378701,47.31857526543995,45.10343505085193,46.46454620361328,8407771.0
2016-05-03,ADANIENT.NS,46.437853866425435,47.13175147928083,45.58382488544655,45.8507080078125,3210334.0
2016-05-04,ADANIENT.NS,45.95746703884785,46.06421880131323,41.900825329961464,42.24777603149414,20822656.0
2016-05-05,ADANIENT.NS,41.9008279844454,43.128495751132554,40.83329160836099,41.68732070922851,9217609.0
2016-05-06,ADANIENT.NS,41.58055825445147,41.79406923074752,40.56640166922361,40.96672821044922,4208863.0
2016-05-09,ADANIENT.NS,41.233611113628314,41.84744489123352,40.966727999770306,41.31367492675781,3602403.0
2016-05-10,ADANIENT.NS,41.367056770418365,41.527188156540035,39.87250588572331,40.13938903808594,4712978.0
2016-05-11,ADANIENT.NS,39.472181060660496,40.91335612692779,38.99179061749153,39.65900039672851,6481488.0
2016-05-12,ADANIENT.NS,39.87250665114867,40.61978397622168,39.765754882858424,40.40627670288086,2523613.0
2016-05-13,ADANIENT.NS,40.192764808879225,41.07348174306562,37.550610269560174,39.15191650390625,6561921.0
2016-05-16,ADANIENT.NS,39.44549308716135,40.8866681523055,39.12523403755176,40.6464729309082,5208855.0
2016-05-17,ADANIENT.NS,40.72652493869241,40.72652493869241,39.73905639696775,40.00593948364258,2650065.0
2016-05-18,ADANIENT.NS,39.498857508525155,40.83328041541792,39.205286486858775,40.00593948364258,4061224.0
2016-05-19,ADANIENT.NS,40.005941387936126,40.005941387936126,37.89755705565076,38.1644401550293,4148628.0
2016-05-20,ADANIENT.NS,38.59145917162078,38.67152298987288,36.56313840830152,36.77664566040039,5822513.0
2016-05-23,ADANIENT.NS,37.09690730312407,38.11106765460774,36.96346387324786,37.20365905761719,4193119.0
2016-05-24,ADANIENT.NS,37.15028931520028,37.97763049618454,36.83002652531457,37.65736770629883,3990547.0
2016-05-25,ADANIENT.NS,37.95094299316406,38.217826163322826,37.52392842620585,37.95094299316406,2631012.0
2016-05-26,ADANIENT.NS,38.16444332099129,39.92587715447407,37.97762401490072,39.552242279052734,3692219.0
2016-05-27,ADANIENT.NS,39.60561894050167,40.56640342846129,38.75158994531973,39.15191650390625,3452128.0
2016-05-30,ADANIENT.NS,39.445487196422675,40.16607648976306,38.83165339484969,39.8458137512207,2433947.0
2016-05-31,ADANIENT.NS,40.21945586476384,40.21945586476384,38.37795429990731,38.885032653808594,6312199.0
