Field,StrategyOrDate,MOMENTUM_WINDOW,Value
AggReturn,2018-08-02 00:00:00,126,0.0055123396654077
AggReturn,2018-08-02 00:00:00,63,0.0033717182996367
AggReturn,2018-08-03 00:00:00,252,0.0048515208218081
AggReturn,2018-08-03 00:00:00,126,0.0082829602149392
AggReturn,2018-08-03 00:00:00,63,0.001026661169782
AggReturn,2018-08-06 00:00:00,252,-0.0018420751943628
AggReturn,2018-08-06 00:00:00,126,-0.0002013581259657
AggReturn,2018-08-06 00:00:00,63,-2.3947770768251025e-05
AggReturn,2018-08-07 00:00:00,252,0.0012325761471873
AggReturn,2018-08-07 00:00:00,126,-0.0019813756604165
AggReturn,2018-08-07 00:00:00,63,-0.0005963257748419
AggReturn,2018-08-08 00:00:00,252,0.0003102473631055
AggReturn,2018-08-08 00:00:00,126,0.0044366136289593
AggReturn,2018-08-08 00:00:00,63,0.0025258923031234
AggReturn,2018-08-09 00:00:00,252,0.0104420440455152
AggReturn,2018-08-09 00:00:00,126,-0.0055831883331621
AggReturn,2018-08-09 00:00:00,63,-0.0079350281132528
AggReturn,2018-08-10 00:00:00,252,-0.0080624722122022
AggReturn,2018-08-10 00:00:00,126,0.0069389295675926
AggReturn,2018-08-10 00:00:00,63,0.0061688406696983
AggReturn,2018-08-13 00:00:00,252,0.0091126064654173
AggReturn,2018-08-13 00:00:00,126,-0.0099716803559287
AggReturn,2018-08-13 00:00:00,63,-0.0096750800268888
AggReturn,2018-08-14 00:00:00,252,-0.0038509827462184
AggReturn,2018-08-14 00:00:00,126,0.0044641904307168
AggReturn,2018-08-14 00:00:00,63,0.0046095327440105
AggReturn,2018-08-15 00:00:00,252,-0.0036286591612312
AggReturn,2018-08-15 00:00:00,126,0.003754968958602
AggReturn,2018-08-15 00:00:00,63,-0.002418164799045
AggReturn,2018-08-16 00:00:00,252,-0.0083433876833898
AggReturn,2018-08-16 00:00:00,126,0.0105863124304314
AggReturn,2018-08-16 00:00:00,63,0.0090268905671775
AggReturn,2018-08-17 00:00:00,252,-0.0048375875714524
AggReturn,2018-08-17 00:00:00,126,-0.0035513162972807
AggReturn,2018-08-17 00:00:00,63,0.0039141088311623
AggReturn,2018-08-20 00:00:00,252,-0.0015250420177371
AggReturn,2018-08-20 00:00:00,126,-0.0035015270057981
AggReturn,2018-08-20 00:00:00,63,-0.0043075607325679
AggReturn,2018-08-21 00:00:00,252,-0.0043175950719435
AggReturn,2018-08-21 00:00:00,126,-0.0009010645773126
AggReturn,2018-08-21 00:00:00,63,0.0042931703431593
AggReturn,2018-08-22 00:00:00,252,0.0089380156650265
AggReturn,2018-08-22 00:00:00,126,-0.0057201706065725
AggReturn,2018-08-22 00:00:00,63,-0.0021316718004623
AggReturn,2018-08-23 00:00:00,252,-0.0020326087600346
AggReturn,2018-08-23 00:00:00,126,0.0042256314473954
AggReturn,2018-08-23 00:00:00,63,0.0020279470825593
AggReturn,2018-08-24 00:00:00,252,0.0003857083177173
AggReturn,2018-08-24 00:00:00,126,0.0017666054161317
AggReturn,2018-08-24 00:00:00,63,-1.88709143488972e-05
AggReturn,2018-08-27 00:00:00,252,0.0044359141417932
AggReturn,2018-08-27 00:00:00,126,-0.0001813969775947
AggReturn,2018-08-27 00:00:00,63,-0.0035000166442128
AggReturn,2018-08-28 00:00:00,252,0.0027931219516246
AggReturn,2018-08-28 00:00:00,126,-0.002643979085751
AggReturn,2018-08-28 00:00:00,63,-0.001892882225656
AggReturn,2018-08-29 00:00:00,252,-0.0007529339894797
AggReturn,2018-08-29 00:00:00,126,0.0037538972742261
AggReturn,2018-08-29 00:00:00,63,0.0016284539046181
AggReturn,2018-08-30 00:00:00,252,0.0021970844268464
AggReturn,2018-08-30 00:00:00,126,0.0003176980761022
AggReturn,2018-08-30 00:00:00,63,-0.0033225402354079
AggReturn,2018-08-31 00:00:00,252,-0.0064931316456148
AggReturn,2018-08-31 00:00:00,126,0.0049687844772465
AggReturn,2018-08-31 00:00:00,63,0.0040542814884042
AggReturn,2018-09-04 00:00:00,252,-0.0029160108752395
AggReturn,2018-09-04 00:00:00,126,0.0016138285869444
AggReturn,2018-09-04 00:00:00,63,0.0047419579098616
AggReturn,2018-09-05 00:00:00,252,0.0093530286005422
AggReturn,2018-09-05 00:00:00,126,0.0093530286005422
AggReturn,2018-09-05 00:00:00,63,-0.0005179708513674
AggReturn,2018-09-06 00:00:00,252,-0.0103515134449461
AggReturn,2018-09-06 00:00:00,126,-0.0103515134449461
AggReturn,2018-09-06 00:00:00,63,-0.0049163561662908
AggReturn,2018-09-07 00:00:00,252,0.0071650715948253
AggReturn,2018-09-07 00:00:00,126,0.0071650715948253
AggReturn,2018-09-07 00:00:00,63,0.0089126555844381
AggReturn,2018-09-10 00:00:00,252,-0.0093572604913385
AggReturn,2018-09-10 00:00:00,126,-0.0093572604913385
AggReturn,2018-09-10 00:00:00,63,-0.011877657179103
AggReturn,2018-09-11 00:00:00,252,0.0057636479078151
AggReturn,2018-09-11 00:00:00,126,0.0057636479078151
AggReturn,2018-09-11 00:00:00,63,-0.0017692886684407
AggReturn,2018-09-12 00:00:00,252,0.0053415190130485
AggReturn,2018-09-12 00:00:00,126,0.0053415190130485
AggReturn,2018-09-12 00:00:00,63,0.0067810459682516
AggReturn,2018-09-13 00:00:00,252,-0.0078661148027874
AggReturn,2018-09-13 00:00:00,126,-0.0078661148027874
AggReturn,2018-09-13 00:00:00,63,-0.0014566159065429
AggReturn,2018-09-14 00:00:00,252,0.0065972647049309
AggReturn,2018-09-14 00:00:00,126,0.0065972647049309
AggReturn,2018-09-14 00:00:00,63,0.0088299591338568
AggReturn,2018-09-17 00:00:00,252,-0.0061783583214276
AggReturn,2018-09-17 00:00:00,126,-0.0061783583214276
AggReturn,2018-09-17 00:00:00,63,-0.0060131903449325
AggReturn,2018-09-18 00:00:00,252,-0.0126429961111593
AggReturn,2018-09-18 00:00:00,126,-0.0126429961111593
AggReturn,2018-09-18 00:00:00,63,-0.0096767802207085
AggReturn,2018-09-19 00:00:00,252,0.0061337381238421
AggReturn,2018-09-19 00:00:00,126,0.0061337381238421
AggReturn,2018-09-19 00:00:00,63,0.001913982919047
AggReturn,2018-09-20 00:00:00,252,-0.0038940921489999
AggReturn,2018-09-20 00:00:00,126,-0.0038940921489999
AggReturn,2018-09-20 00:00:00,63,-0.0032177775580437
AggReturn,2018-09-21 00:00:00,252,0.0008897873151069
AggReturn,2018-09-21 00:00:00,126,0.0008897873151069
AggReturn,2018-09-21 00:00:00,63,0.0046761498988064
AggReturn,2018-09-24 00:00:00,252,-0.0043242482938363
AggReturn,2018-09-24 00:00:00,126,-0.0043242482938363
AggReturn,2018-09-24 00:00:00,63,-0.0048587872348868
AggReturn,2018-09-25 00:00:00,252,0.0074510341703729
AggReturn,2018-09-25 00:00:00,126,0.0074510341703729
AggReturn,2018-09-25 00:00:00,63,0.0079913895171277
AggReturn,2018-09-26 00:00:00,252,0.005472394891023
AggReturn,2018-09-26 00:00:00,126,0.005472394891023
AggReturn,2018-09-26 00:00:00,63,0.0021396658178851
AggReturn,2018-09-27 00:00:00,252,0.005901059454812
AggReturn,2018-09-27 00:00:00,126,0.005901059454812
AggReturn,2018-09-27 00:00:00,63,0.0064277551881062
AggReturn,2018-09-28 00:00:00,252,0.0003915213502329
AggReturn,2018-09-28 00:00:00,126,0.0003915213502329
AggReturn,2018-09-28 00:00:00,63,0.0012516469610813
AggReturn,2018-10-01 00:00:00,252,0.0035878008554854
AggReturn,2018-10-01 00:00:00,126,0.0035878008554854
AggReturn,2018-10-01 00:00:00,63,0.0006155194761554
AggReturn,2018-10-02 00:00:00,252,-0.0041183852771157
AggReturn,2018-10-02 00:00:00,126,-0.0041183852771157
AggReturn,2018-10-02 00:00:00,63,0.0012168617160725
AggReturn,2018-10-03 00:00:00,252,-0.0163307278774947
AggReturn,2018-10-03 00:00:00,126,-0.0163307278774947
AggReturn,2018-10-03 00:00:00,63,-0.0124093228675592
AggReturn,2018-10-04 00:00:00,252,0.0066678685716661
AggReturn,2018-10-04 00:00:00,126,0.0066678685716661
AggReturn,2018-10-04 00:00:00,63,0.0060098236095291
AggReturn,2018-10-05 00:00:00,252,-0.0070680284949753
AggReturn,2018-10-05 00:00:00,126,-0.0070680284949753
AggReturn,2018-10-05 00:00:00,63,0.0034357253480338
AggReturn,2018-10-08 00:00:00,252,0.0004905089162957
AggReturn,2018-10-08 00:00:00,126,0.0004905089162957
AggReturn,2018-10-08 00:00:00,63,0.003083280309129
AggReturn,2018-10-09 00:00:00,252,0.0090591921861907
AggReturn,2018-10-09 00:00:00,126,0.0090591921861907
AggReturn,2018-10-09 00:00:00,63,0.0057707196113879
AggReturn,2018-10-10 00:00:00,252,0.0061425529340515
AggReturn,2018-10-10 00:00:00,126,0.0061425529340515
AggReturn,2018-10-10 00:00:00,63,0.0056546988530619
AggReturn,2018-10-11 00:00:00,252,-0.0076032571969051
AggReturn,2018-10-11 00:00:00,126,-0.0076032571969051
AggReturn,2018-10-11 00:00:00,63,-0.0020075438159359
AggReturn,2018-10-12 00:00:00,252,0.014637233962114
AggReturn,2018-10-12 00:00:00,126,0.014637233962114
AggReturn,2018-10-12 00:00:00,63,0.0078054269732276
AggReturn,2018-10-15 00:00:00,252,0.0064502580703465
AggReturn,2018-10-15 00:00:00,126,0.0064502580703465
AggReturn,2018-10-15 00:00:00,63,0.0058350637743647
AggReturn,2018-10-16 00:00:00,252,-0.000524556375205
AggReturn,2018-10-16 00:00:00,126,-0.000524556375205
AggReturn,2018-10-16 00:00:00,63,0.0025601069418719
AggReturn,2018-10-17 00:00:00,252,-0.003029775678962
AggReturn,2018-10-17 00:00:00,126,-0.003029775678962
AggReturn,2018-10-17 00:00:00,63,0.0044368334421085
AggReturn,2018-10-18 00:00:00,252,-0.0247995269846246
AggReturn,2018-10-18 00:00:00,126,-0.0247995269846246
AggReturn,2018-10-18 00:00:00,63,-0.0080761492208079
AggReturn,2018-10-19 00:00:00,252,-0.0063305558921994
AggReturn,2018-10-19 00:00:00,126,-0.0063305558921994
AggReturn,2018-10-19 00:00:00,63,-0.0012984972251201
AggReturn,2018-10-22 00:00:00,252,0.0021144608457201
AggReturn,2018-10-22 00:00:00,126,0.0021144608457201
AggReturn,2018-10-22 00:00:00,63,0.0018779553795191
AggReturn,2018-10-23 00:00:00,252,-0.005737196329183
AggReturn,2018-10-23 00:00:00,126,-0.005737196329183
AggReturn,2018-10-23 00:00:00,63,0.0015999510174313
AggReturn,2018-10-24 00:00:00,252,0.0153574103697765
AggReturn,2018-10-24 00:00:00,126,0.0153574103697765
AggReturn,2018-10-24 00:00:00,63,0.0117945813459403
AggReturn,2018-10-25 00:00:00,252,0.0086707145581276
AggReturn,2018-10-25 00:00:00,126,0.0086707145581276
AggReturn,2018-10-25 00:00:00,63,0.0080986431869541
AggReturn,2018-10-26 00:00:00,252,0.0008749709425948
AggReturn,2018-10-26 00:00:00,126,0.0008749709425948
AggReturn,2018-10-26 00:00:00,63,0.0032407219572253
AggReturn,2018-10-29 00:00:00,252,0.0003660040393702
AggReturn,2018-10-29 00:00:00,126,0.0003660040393702
AggReturn,2018-10-29 00:00:00,63,0.003987502575845
AggReturn,2018-10-30 00:00:00,252,-0.0091295145141587
AggReturn,2018-10-30 00:00:00,126,-0.0091295145141587
AggReturn,2018-10-30 00:00:00,63,-0.0057293454892468
AggReturn,2018-10-31 00:00:00,252,-0.0011822247064384
AggReturn,2018-10-31 00:00:00,126,-0.0011822247064384
AggReturn,2018-10-31 00:00:00,63,-0.0030414480966129
AggReturn,2018-11-01 00:00:00,252,0.0002553144814873
AggReturn,2018-11-01 00:00:00,126,0.0002297806667867
AggReturn,2018-11-01 00:00:00,63,0.0001482925789089
AggReturn,2018-11-02 00:00:00,252,-0.0164360340256119
AggReturn,2018-11-02 00:00:00,126,-0.0225266339329744
AggReturn,2018-11-02 00:00:00,63,-0.0189897036873693
AggReturn,2018-11-05 00:00:00,252,-0.0053210354073663
AggReturn,2018-11-05 00:00:00,126,-0.0049495657898661
AggReturn,2018-11-05 00:00:00,63,0.0003448671355495
AggReturn,2018-11-06 00:00:00,252,0.0047355889363674
AggReturn,2018-11-06 00:00:00,126,0.0043126887145324
AggReturn,2018-11-06 00:00:00,63,-1.0868827949742869e-05
AggReturn,2018-11-07 00:00:00,252,0.0024821114056531
AggReturn,2018-11-07 00:00:00,126,0.0027717409717697
AggReturn,2018-11-07 00:00:00,63,0.0009908849719592
AggReturn,2018-11-08 00:00:00,252,0.0066423534486604
AggReturn,2018-11-08 00:00:00,126,0.0034033584076553
AggReturn,2018-11-08 00:00:00,63,0.0043145791002698
AggReturn,2018-11-09 00:00:00,252,0.0034308975991017
AggReturn,2018-11-09 00:00:00,126,0.0029974319426089
AggReturn,2018-11-09 00:00:00,63,-0.0069341408241536
AggReturn,2018-11-12 00:00:00,252,-0.0049369471058045
AggReturn,2018-11-12 00:00:00,126,0.0004176257625499
AggReturn,2018-11-12 00:00:00,63,0.0063470937894496
AggReturn,2018-11-13 00:00:00,252,-0.0111578071913678
AggReturn,2018-11-13 00:00:00,126,0.0058714883466813
AggReturn,2018-11-13 00:00:00,63,-0.0044799891689873
AggReturn,2018-11-14 00:00:00,252,0.0058035055081415
AggReturn,2018-11-14 00:00:00,126,-0.0068472460885169
AggReturn,2018-11-14 00:00:00,63,-0.0081061009506116
AggReturn,2018-11-15 00:00:00,252,-0.0071974106583047
AggReturn,2018-11-15 00:00:00,126,-0.0043267760888944
AggReturn,2018-11-15 00:00:00,63,-0.0098827575325519
AggReturn,2018-11-16 00:00:00,252,-0.0083054552788431
AggReturn,2018-11-16 00:00:00,126,0.0040638108887701
AggReturn,2018-11-16 00:00:00,63,0.0084332490281192
AggReturn,2018-11-19 00:00:00,252,0.0020339387342203
AggReturn,2018-11-19 00:00:00,126,0.000784894211932
AggReturn,2018-11-19 00:00:00,63,-0.0027942356933052
AggReturn,2018-11-20 00:00:00,252,-0.0125529510106572
AggReturn,2018-11-20 00:00:00,126,0.003954761120289
AggReturn,2018-11-20 00:00:00,63,0.0013490165273143
AggReturn,2018-11-21 00:00:00,252,0.0044856306706071
AggReturn,2018-11-21 00:00:00,126,0.0001385067967219
AggReturn,2018-11-21 00:00:00,63,-0.0011997160947216
AggReturn,2018-11-23 00:00:00,252,0.0063954278961936
AggReturn,2018-11-23 00:00:00,126,-0.002392750749949
AggReturn,2018-11-23 00:00:00,63,0.0016509259902591
AggReturn,2018-11-26 00:00:00,252,0.0009282369157826
AggReturn,2018-11-26 00:00:00,126,0.0018119314959579
AggReturn,2018-11-26 00:00:00,63,0.0001671836928021
AggReturn,2018-11-27 00:00:00,252,0.0009701938081362
AggReturn,2018-11-27 00:00:00,126,-0.0002518952711273
AggReturn,2018-11-27 00:00:00,63,0.0045477119996829
AggReturn,2018-11-28 00:00:00,252,0.0115860421462329
AggReturn,2018-11-28 00:00:00,126,0.0097874402806458
AggReturn,2018-11-28 00:00:00,63,0.0041030607827785
AggReturn,2018-11-29 00:00:00,252,-0.0026802640899671
AggReturn,2018-11-29 00:00:00,126,-0.0060309080237352
AggReturn,2018-11-29 00:00:00,63,-0.0050736951994419
AggReturn,2018-11-30 00:00:00,252,0.0092452313802492
AggReturn,2018-11-30 00:00:00,126,0.010583982937473
AggReturn,2018-11-30 00:00:00,63,0.01220450778459
AggReturn,2018-12-03 00:00:00,252,0.0003901011570945
AggReturn,2018-12-03 00:00:00,126,-0.0133585353976052
AggReturn,2018-12-03 00:00:00,63,-0.0063099964393316
AggReturn,2018-12-04 00:00:00,252,-0.0002151073830785
AggReturn,2018-12-04 00:00:00,126,-0.0002151073830785
AggReturn,2018-12-04 00:00:00,63,0.0076480369314166
AggReturn,2018-12-06 00:00:00,252,0.0069485367303044
AggReturn,2018-12-06 00:00:00,126,0.0069485367303044
AggReturn,2018-12-06 00:00:00,63,0.0113277539789258
AggReturn,2018-12-07 00:00:00,252,-0.0006477831543958
AggReturn,2018-12-07 00:00:00,126,-0.0006477831543958
AggReturn,2018-12-07 00:00:00,63,-0.0027717301333109
AggReturn,2018-12-10 00:00:00,252,-0.0003538824413833
AggReturn,2018-12-10 00:00:00,126,-0.0003538824413833
AggReturn,2018-12-10 00:00:00,63,0.0042330003388181
AggReturn,2018-12-11 00:00:00,252,0.0121519583113196
AggReturn,2018-12-11 00:00:00,126,0.0121519583113196
AggReturn,2018-12-11 00:00:00,63,-0.0044359863717415
AggReturn,2018-12-12 00:00:00,252,0.0025799206973745
AggReturn,2018-12-12 00:00:00,126,0.0025799206973745
AggReturn,2018-12-12 00:00:00,63,0.0007291980908508
AggReturn,2018-12-13 00:00:00,252,-0.0003623389467864
AggReturn,2018-12-13 00:00:00,126,-0.0003623389467864
AggReturn,2018-12-13 00:00:00,63,-0.0050100264757946
AggReturn,2018-12-14 00:00:00,252,-0.0023645087269179
AggReturn,2018-12-14 00:00:00,126,-0.0023645087269179
AggReturn,2018-12-14 00:00:00,63,0.0047065430679008
AggReturn,2018-12-17 00:00:00,252,-0.0217251777205532
AggReturn,2018-12-17 00:00:00,126,-0.0217251777205532
AggReturn,2018-12-17 00:00:00,63,-0.0193231975340381
AggReturn,2018-12-18 00:00:00,252,0.010517747259912
AggReturn,2018-12-18 00:00:00,126,0.010517747259912
AggReturn,2018-12-18 00:00:00,63,0.0085471871926731
AggReturn,2018-12-19 00:00:00,252,-0.0027947048956126
AggReturn,2018-12-19 00:00:00,126,-0.0027947048956126
AggReturn,2018-12-19 00:00:00,63,-0.0078152934950837
AggReturn,2018-12-20 00:00:00,252,0.0044910387986517
AggReturn,2018-12-20 00:00:00,126,0.0044910387986517
AggReturn,2018-12-20 00:00:00,63,-0.0044373496331554
AggReturn,2018-12-21 00:00:00,252,0.0042326036398442
AggReturn,2018-12-21 00:00:00,126,0.0042326036398442
AggReturn,2018-12-21 00:00:00,63,-0.0004477490976084
AggReturn,2018-12-24 00:00:00,252,-0.0041006966425888
AggReturn,2018-12-24 00:00:00,126,-0.0041006966425888
AggReturn,2018-12-24 00:00:00,63,0.0026420562016174
AggReturn,2018-12-26 00:00:00,252,-0.0007057649592973
AggReturn,2018-12-26 00:00:00,126,-0.0007057649592973
AggReturn,2018-12-26 00:00:00,63,0.0045224506099393
AggReturn,2018-12-27 00:00:00,252,0.0006020900164175
AggReturn,2018-12-27 00:00:00,126,0.0006020900164175
AggReturn,2018-12-27 00:00:00,63,-0.0061156872212246
AggReturn,2018-12-28 00:00:00,252,-0.0034620123971964
AggReturn,2018-12-28 00:00:00,126,-0.0034620123971964
AggReturn,2018-12-28 00:00:00,63,-0.0057415263584016
AggReturn,2018-12-31 00:00:00,252,0.0040564077757691
AggReturn,2018-12-31 00:00:00,126,0.0040564077757691
AggReturn,2018-12-31 00:00:00,63,0.0025241485487246
AggReturn,2019-01-02 00:00:00,252,0.0022756460049608
AggReturn,2019-01-02 00:00:00,126,0.0021981292348401
AggReturn,2019-01-02 00:00:00,63,0.003207438896454
AggReturn,2019-01-03 00:00:00,252,-0.020521189138209
AggReturn,2019-01-03 00:00:00,126,0.0160732690470156
AggReturn,2019-01-03 00:00:00,63,0.0160732690470156
AggReturn,2019-01-04 00:00:00,252,-0.003443952126663
AggReturn,2019-01-04 00:00:00,126,-0.0064314149146128
AggReturn,2019-01-04 00:00:00,63,-0.0064314149146128
AggReturn,2019-01-07 00:00:00,252,-0.0092354085786705
AggReturn,2019-01-07 00:00:00,126,-0.0111465093235153
AggReturn,2019-01-07 00:00:00,63,-0.0111465093235153
AggReturn,2019-01-08 00:00:00,252,-0.0047530941985046
AggReturn,2019-01-08 00:00:00,126,-0.0006458066755337
AggReturn,2019-01-08 00:00:00,63,-0.0006458066755337
AggReturn,2019-01-09 00:00:00,252,0.0066692720332973
AggReturn,2019-01-09 00:00:00,126,0.0030893788524789
AggReturn,2019-01-09 00:00:00,63,0.0030893788524789
AggReturn,2019-01-10 00:00:00,252,-0.0018987469230963
AggReturn,2019-01-10 00:00:00,126,-0.0069977308427967
AggReturn,2019-01-10 00:00:00,63,-0.0069977308427967
AggReturn,2019-01-11 00:00:00,252,0.0025050624394746
AggReturn,2019-01-11 00:00:00,126,0.00065606692227
AggReturn,2019-01-11 00:00:00,63,0.00065606692227
AggReturn,2019-01-14 00:00:00,252,-0.0048032386152468
AggReturn,2019-01-14 00:00:00,126,-0.0033453989588521
AggReturn,2019-01-14 00:00:00,63,-0.0033453989588521
AggReturn,2019-01-15 00:00:00,252,0.0004466264771881
AggReturn,2019-01-15 00:00:00,126,0.0051910691797385
AggReturn,2019-01-15 00:00:00,63,0.0051910691797385
AggReturn,2019-01-16 00:00:00,252,0.0075733784674026
AggReturn,2019-01-16 00:00:00,126,-0.0011145374291168
AggReturn,2019-01-16 00:00:00,63,-0.0011145374291168
AggReturn,2019-01-17 00:00:00,252,0.0076486307211143
AggReturn,2019-01-17 00:00:00,126,0.0041365796295221
AggReturn,2019-01-17 00:00:00,63,0.0041365796295221
AggReturn,2019-01-18 00:00:00,252,-0.0074867719420297
AggReturn,2019-01-18 00:00:00,126,-0.004881857614059
AggReturn,2019-01-18 00:00:00,63,-0.004881857614059
AggReturn,2019-01-22 00:00:00,252,0.0022104795590145
AggReturn,2019-01-22 00:00:00,126,0.000514311599502
AggReturn,2019-01-22 00:00:00,63,0.000514311599502
AggReturn,2019-01-23 00:00:00,252,0.0036033840592458
AggReturn,2019-01-23 00:00:00,126,0.0066698686821222
AggReturn,2019-01-23 00:00:00,63,0.0066698686821222
AggReturn,2019-01-24 00:00:00,252,0.0028253812306864
AggReturn,2019-01-24 00:00:00,126,-0.0013010110568727
AggReturn,2019-01-24 00:00:00,63,-0.0013010110568727
AggReturn,2019-01-25 00:00:00,252,-0.0048830912116002
AggReturn,2019-01-25 00:00:00,126,-0.0032979416083306
AggReturn,2019-01-25 00:00:00,63,-0.0032979416083306
AggReturn,2019-01-28 00:00:00,252,-0.0003049881959632
AggReturn,2019-01-28 00:00:00,126,-0.0058258956651795
AggReturn,2019-01-28 00:00:00,63,-0.0058258956651795
AggReturn,2019-01-29 00:00:00,252,0.0009531468171021
AggReturn,2019-01-29 00:00:00,126,0.0031606303530197
AggReturn,2019-01-29 00:00:00,63,0.0031606303530197
AggReturn,2019-01-30 00:00:00,252,0.002426733470146
AggReturn,2019-01-30 00:00:00,126,-0.0121812639013414
AggReturn,2019-01-30 00:00:00,63,-0.0121812639013414
AggReturn,2019-01-31 00:00:00,252,3.45663010623738e-05
AggReturn,2019-01-31 00:00:00,126,-0.0033896715869518
AggReturn,2019-01-31 00:00:00,63,-0.0033896715869518
AggReturn,2019-02-01 00:00:00,252,-0.0069386040157368
AggReturn,2019-02-01 00:00:00,126,0.0034413316313296
AggReturn,2019-02-01 00:00:00,63,0.0034413316313296
AggReturn,2019-02-04 00:00:00,252,0.0039352942808859
AggReturn,2019-02-04 00:00:00,126,0.003525795524267
AggReturn,2019-02-04 00:00:00,63,0.003525795524267
AggReturn,2019-02-05 00:00:00,252,0.0056390764124291
AggReturn,2019-02-05 00:00:00,126,-0.0005281905842119
AggReturn,2019-02-05 00:00:00,63,-0.0005281905842119
AggReturn,2019-02-06 00:00:00,252,0.0018875373550792
AggReturn,2019-02-06 00:00:00,126,-0.0019209378026343
AggReturn,2019-02-06 00:00:00,63,-0.0019209378026343
AggReturn,2019-02-07 00:00:00,252,0.0018790390150054
AggReturn,2019-02-07 00:00:00,126,0.0009067635127262
AggReturn,2019-02-07 00:00:00,63,0.0009067635127262
AggReturn,2019-02-08 00:00:00,252,0.0043659679071611
AggReturn,2019-02-08 00:00:00,126,0.0083060070509544
AggReturn,2019-02-08 00:00:00,63,0.0083060070509544
AggReturn,2019-02-11 00:00:00,252,0.0006872169504941
AggReturn,2019-02-11 00:00:00,126,0.0001746522924623
AggReturn,2019-02-11 00:00:00,63,0.0001746522924623
AggReturn,2019-02-12 00:00:00,252,-0.0076907053107715
AggReturn,2019-02-12 00:00:00,126,-0.0079293866446892
AggReturn,2019-02-12 00:00:00,63,-0.0079293866446892
AggReturn,2019-02-13 00:00:00,252,-0.00025355933281
AggReturn,2019-02-13 00:00:00,126,0.0016785691245886
AggReturn,2019-02-13 00:00:00,63,0.0016785691245886
AggReturn,2019-02-14 00:00:00,252,-0.005303024229554
AggReturn,2019-02-14 00:00:00,126,0.000111567325435
AggReturn,2019-02-14 00:00:00,63,0.000111567325435
AggReturn,2019-02-15 00:00:00,252,0.001649307464573
AggReturn,2019-02-15 00:00:00,126,0.0028375457137432
AggReturn,2019-02-15 00:00:00,63,0.0028375457137432
AggReturn,2019-02-19 00:00:00,252,-0.0005692999612717
AggReturn,2019-02-19 00:00:00,126,0.0056588948214332
AggReturn,2019-02-19 00:00:00,63,0.0056588948214332
AggReturn,2019-02-20 00:00:00,252,-0.0011789289625145
AggReturn,2019-02-20 00:00:00,126,-0.0029032792504912
AggReturn,2019-02-20 00:00:00,63,-0.0029032792504912
AggReturn,2019-02-21 00:00:00,252,-0.0061985741996977
AggReturn,2019-02-21 00:00:00,126,-0.0083226110349119
AggReturn,2019-02-21 00:00:00,63,-0.0083226110349119
AggReturn,2019-02-22 00:00:00,252,0.000272635421358
AggReturn,2019-02-22 00:00:00,126,0.0004221817050929
AggReturn,2019-02-22 00:00:00,63,0.0004221817050929
AggReturn,2019-02-25 00:00:00,252,0.0038956055698908
AggReturn,2019-02-25 00:00:00,126,0.0007267258933293
AggReturn,2019-02-25 00:00:00,63,0.0007267258933293
AggReturn,2019-02-26 00:00:00,252,0.0033358388971974
AggReturn,2019-02-26 00:00:00,126,-0.008185362903365
AggReturn,2019-02-26 00:00:00,63,-0.008185362903365
AggReturn,2019-02-27 00:00:00,252,-0.0054659079877859
AggReturn,2019-02-27 00:00:00,126,-0.0003580385994196
AggReturn,2019-02-27 00:00:00,63,-0.0003580385994196
AggReturn,2019-02-28 00:00:00,252,0.0049969358847929
AggReturn,2019-02-28 00:00:00,126,-0.0047665260236004
AggReturn,2019-02-28 00:00:00,63,-0.0047665260236004
AggReturn,2019-03-01 00:00:00,252,0.0080636469392788
AggReturn,2019-03-01 00:00:00,126,0.0122207835810961
AggReturn,2019-03-01 00:00:00,63,0.012177682010737
AggReturn,2019-03-04 00:00:00,252,-0.0019330476888858
AggReturn,2019-03-04 00:00:00,126,-0.0019330476888858
AggReturn,2019-03-04 00:00:00,63,-0.0022814904973289
AggReturn,2019-03-05 00:00:00,252,0.0017550902608776
AggReturn,2019-03-05 00:00:00,126,0.0017550902608776
AggReturn,2019-03-05 00:00:00,63,0.0013527755168909
AggReturn,2019-03-06 00:00:00,252,0.0043925642255386
AggReturn,2019-03-06 00:00:00,126,0.0043925642255386
AggReturn,2019-03-06 00:00:00,63,-0.0024763039813421
AggReturn,2019-03-07 00:00:00,252,0.0024959505296165
AggReturn,2019-03-07 00:00:00,126,0.0024959505296165
AggReturn,2019-03-07 00:00:00,63,0.0077017602346075
AggReturn,2019-03-08 00:00:00,252,0.0055639558130732
AggReturn,2019-03-08 00:00:00,126,0.0055639558130732
AggReturn,2019-03-08 00:00:00,63,0.0038569616963816
AggReturn,2019-03-11 00:00:00,252,-0.0030242054002015
AggReturn,2019-03-11 00:00:00,126,-0.0030242054002015
AggReturn,2019-03-11 00:00:00,63,0.0015334757278303
AggReturn,2019-03-12 00:00:00,252,-0.005886056398605
AggReturn,2019-03-12 00:00:00,126,-0.005886056398605
AggReturn,2019-03-12 00:00:00,63,-0.0066475622671319
AggReturn,2019-03-13 00:00:00,252,-0.0042991778964354
AggReturn,2019-03-13 00:00:00,126,-0.0042991778964354
AggReturn,2019-03-13 00:00:00,63,-0.0045616148085699
AggReturn,2019-03-14 00:00:00,252,-0.0056095573790948
AggReturn,2019-03-14 00:00:00,126,-0.0056095573790948
